0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
0.071	0.025	0.067	0.008	-0.026	0.000	1.000
