22	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000
28	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000
52	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000
77	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000
104	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000
131	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000
154	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000
180	0.065	0.023	0.064	-0.007	-0.000	0.012	1.000	-0.424	-1.167	-0.528	-0.013	-0.002	-0.000
203	0.065	0.023	0.064	-0.007	-0.000	0.012	1.000	-0.421	1.689	-0.636	-0.011	0.001	0.002
228	0.065	0.023	0.064	-0.007	-0.000	0.012	1.000	-0.421	1.689	-0.636	-0.011	0.001	0.002
253	0.065	0.023	0.064	-0.008	-0.000	0.012	1.000	-1.164	-0.320	-0.640	-0.012	-0.002	-0.001
281	0.065	0.023	0.064	-0.008	-0.000	0.012	1.000	0.415	0.757	0.763	-0.010	0.001	-0.000
305	0.065	0.023	0.064	-0.008	-0.000	0.012	1.000	-0.728	1.068	-1.281	-0.013	0.002	-0.002
331	0.065	0.023	0.064	-0.008	-0.000	0.012	1.000	0.218	-0.408	0.121	-0.010	-0.002	0.003
356	0.065	0.023	0.064	-0.008	-0.000	0.012	1.000	-1.497	-0.201	0.114	-0.012	-0.000	0.003
381	0.065	0.023	0.064	-0.008	-0.000	0.012	1.000	-0.111	0.531	-1.050	-0.009	0.003	-0.000
405	0.065	0.023	0.064	-0.008	-0.000	0.012	1.000	-0.327	1.509	0.744	-0.011	0.001	0.004
430	0.065	0.023	0.064	-0.008	-0.000	0.012	1.000	2.126	-0.104	1.173	-0.004	-0.001	0.004
455	0.065	0.023	0.064	-0.009	-0.000	0.012	1.000	0.316	0.976	0.443	-0.011	0.001	0.003
480	0.065	0.023	0.064	-0.009	-0.000	0.012	1.000	-0.108	1.488	-0.532	-0.010	0.001	-0.000
505	0.065	0.023	0.064	-0.009	-0.000	0.012	1.000	-1.284	-0.536	2.013	-0.009	-0.000	0.002
530	0.065	0.023	0.064	-0.009	-0.000	0.012	1.000	0.630	2.035	0.107	-0.008	0.003	0.004
555	0.065	0.023	0.064	-0.009	-0.000	0.012	1.000	0.314	0.969	0.745	-0.011	-0.000	-0.003
581	0.065	0.023	0.064	-0.009	-0.000	0.012	1.000	0.425	1.070	-0.631	-0.010	0.002	-0.000
605	0.065	0.023	0.064	-0.009	-0.000	0.012	1.000	0.529	0.319	-0.326	-0.014	0.001	-0.000
630	0.065	0.023	0.064	-0.010	-0.000	0.012	1.000	0.114	0.095	0.098	-0.011	-0.000	0.002
655	0.065	0.023	0.064	-0.010	-0.000	0.012	1.000	-0.956	-1.797	-0.853	-0.013	-0.004	-0.000
681	0.065	0.022	0.064	-0.010	-0.000	0.012	1.000	-0.654	-0.769	-1.285	-0.012	-0.001	-0.002
705	0.065	0.022	0.064	-0.010	-0.000	0.012	1.000	-0.300	0.230	0.220	-0.010	0.001	0.002
730	0.065	0.022	0.064	-0.010	-0.001	0.012	1.000	-0.543	-0.216	0.642	-0.013	-0.000	0.002
756	0.065	0.022	0.064	-0.010	-0.001	0.012	1.000	0.226	0.943	-0.744	-0.010	-0.000	0.002
781	0.065	0.022	0.064	-0.010	-0.001	0.012	1.000	1.155	0.647	0.324	-0.009	0.003	0.003
806	0.065	0.022	0.064	-0.010	-0.001	0.012	1.000	-0.004	1.165	0.643	-0.011	0.002	0.001
833	0.065	0.022	0.064	-0.010	-0.001	0.012	1.000	0.517	-0.105	1.373	-0.007	0.004	0.004
858	0.065	0.022	0.064	-0.011	-0.001	0.012	1.000	0.754	0.746	-0.763	-0.011	0.003	0.001
883	0.065	0.022	0.064	-0.011	-0.001	0.012	1.000	-1.269	-1.383	0.629	-0.012	-0.003	0.004
909	0.065	0.022	0.064	-0.011	-0.001	0.012	1.000	-1.161	-0.940	1.581	-0.011	-0.004	0.001
934	0.065	0.022	0.064	-0.011	-0.001	0.012	1.000	-1.398	-1.271	0.965	-0.013	-0.003	0.002
961	0.065	0.022	0.064	-0.011	-0.001	0.012	1.000	-1.083	-0.217	0.962	-0.015	-0.001	0.006
984	0.065	0.022	0.064	-0.011	-0.001	0.012	1.000	0.441	-0.134	-0.427	-0.010	0.002	-0.000
