23	0.000	0.000	0.000	0.000	0.000	0.000	1.000
26	0.000	0.000	0.000	0.000	0.000	0.000	1.000
30	0.000	0.000	0.000	0.000	0.000	0.000	1.000
34	0.000	0.000	0.000	0.000	0.000	0.000	1.000
38	0.000	0.000	0.000	0.000	0.000	0.000	1.000
41	0.000	0.000	0.000	0.000	0.000	0.000	1.000
44	0.000	0.000	0.000	0.000	0.000	0.000	1.000
49	0.000	0.000	0.000	0.000	0.000	0.000	1.000
51	0.000	0.000	0.000	0.000	0.000	0.000	1.000
54	0.000	0.000	0.000	0.000	0.000	0.000	1.000
57	0.000	0.000	0.000	0.000	0.000	0.000	1.000
60	0.000	0.000	0.000	0.000	0.000	0.000	1.000
63	0.000	0.000	0.000	0.000	0.000	0.000	1.000
66	0.000	0.000	0.000	0.000	0.000	0.000	1.000
69	0.000	0.000	0.000	0.000	0.000	0.000	1.000
71	0.000	0.000	0.000	0.000	0.000	0.000	1.000
73	0.000	0.000	0.000	0.000	0.000	0.000	1.000
76	0.000	0.000	0.000	0.000	0.000	0.000	1.000
79	0.000	0.000	0.000	0.000	0.000	0.000	1.000
82	0.000	0.000	0.000	0.000	0.000	0.000	1.000
84	0.000	0.000	0.000	0.000	0.000	0.000	1.000
87	0.000	0.000	0.000	0.000	0.000	0.000	1.000
89	0.000	0.000	0.000	0.000	0.000	0.000	1.000
93	0.000	0.000	0.000	0.000	0.000	0.000	1.000
95	0.000	0.000	0.000	0.000	0.000	0.000	1.000
97	0.000	0.000	0.000	0.000	0.000	0.000	1.000
99	0.000	0.000	0.000	0.000	0.000	0.000	1.000
103	0.000	0.000	0.000	0.000	0.000	0.000	1.000
106	0.000	0.000	0.000	0.000	0.000	0.000	1.000
108	0.000	0.000	0.000	0.000	0.000	0.000	1.000
111	0.000	0.000	0.000	0.000	0.000	0.000	1.000
113	0.000	0.000	0.000	0.000	0.000	0.000	1.000
115	0.000	0.000	0.000	0.000	0.000	0.000	1.000
117	0.000	0.000	0.000	0.000	0.000	0.000	1.000
120	0.000	0.000	0.000	0.000	0.000	0.000	1.000
122	0.000	0.000	0.000	0.000	0.000	0.000	1.000
124	0.000	0.000	0.000	0.000	0.000	0.000	1.000
126	0.000	0.000	0.000	0.000	0.000	0.000	1.000
128	0.000	0.000	0.000	0.000	0.000	0.000	1.000
130	0.061	0.035	0.078	0.076	-0.001	0.041	0.996
132	0.061	0.035	0.078	0.076	-0.001	0.041	0.996
134	0.061	0.035	0.078	0.076	-0.001	0.041	0.996
137	0.061	0.035	0.078	0.076	-0.001	0.041	0.996
139	0.061	0.035	0.078	0.076	-0.001	0.041	0.996
141	0.061	0.035	0.078	0.076	-0.001	0.041	0.996
143	0.061	0.035	0.078	0.076	-0.001	0.041	0.996
147	0.061	0.035	0.078	0.076	-0.001	0.041	0.996
150	0.061	0.035	0.078	0.076	-0.001	0.041	0.996
153	0.061	0.035	0.078	0.076	-0.001	0.041	0.996
155	0.061	0.035	0.078	0.076	-0.001	0.041	0.996
158	0.061	0.035	0.078	0.076	-0.001	0.041	0.996
160	0.061	0.035	0.078	0.076	-0.001	0.041	0.996
162	0.061	0.035	0.078	0.076	-0.001	0.041	0.996
165	0.061	0.035	0.078	0.076	-0.001	0.041	0.996
167	0.061	0.035	0.078	0.076	-0.001	0.041	0.996
170	0.061	0.035	0.078	0.076	-0.001	0.041	0.996
172	0.061	0.035	0.078	0.076	-0.001	0.041	0.996
174	0.061	0.035	0.078	0.076	-0.001	0.041	0.996
176	0.061	0.035	0.078	0.076	-0.001	0.041	0.996
179	0.061	0.035	0.078	0.076	-0.001	0.041	0.996
181	0.061	0.035	0.078	0.076	-0.001	0.041	0.996
184	0.061	0.035	0.078	0.076	-0.001	0.041	0.996
187	0.061	0.035	0.078	0.076	-0.001	0.041	0.996
190	0.061	0.035	0.078	0.076	-0.001	0.041	0.996
192	0.061	0.035	0.078	0.076	-0.001	0.041	0.996
194	0.061	0.035	0.078	0.076	-0.001	0.041	0.996
198	0.061	0.035	0.078	0.076	-0.001	0.041	0.996
200	0.061	0.035	0.078	0.076	-0.001	0.041	0.996
202	0.061	0.035	0.078	0.076	-0.001	0.041	0.996
204	0.061	0.035	0.078	0.076	-0.001	0.041	0.996
206	0.061	0.035	0.078	0.076	-0.001	0.041	0.996
208	0.061	0.035	0.078	0.076	-0.001	0.041	0.996
210	0.061	0.035	0.078	0.076	-0.001	0.041	0.996
212	0.061	0.035	0.078	0.076	-0.001	0.041	0.996
