1560	0.135	0.030	0.115	0.049	-0.511	-0.010	0.858	0.099	-0.070	0.453
1585	0.135	0.030	0.115	0.049	-0.511	-0.010	0.858	0.099	-0.070	0.453
1611	0.135	0.030	0.115	0.049	-0.511	-0.010	0.858	0.099	-0.070	0.453
1636	0.135	0.030	0.115	0.049	-0.511	-0.010	0.858	0.099	-0.070	0.453
1660	0.135	0.030	0.115	0.049	-0.511	-0.010	0.858	0.099	-0.070	0.453
1686	0.135	0.030	0.115	0.049	-0.511	-0.010	0.858	0.099	-0.070	0.453
1711	0.135	0.030	0.115	0.049	-0.511	-0.010	0.858	0.099	-0.070	0.453
1736	0.135	0.030	0.115	0.049	-0.511	-0.010	0.858	0.099	-0.070	0.453
1762	0.135	0.030	0.115	0.049	-0.511	-0.010	0.858	0.099	-0.070	0.453
1786	0.135	0.030	0.115	0.049	-0.511	-0.010	0.858	0.099	-0.070	0.453
1812	0.135	0.030	0.115	0.049	-0.511	-0.010	0.858	0.099	-0.070	0.453
1836	0.135	0.030	0.115	0.049	-0.511	-0.010	0.858	0.099	-0.070	0.453
1862	0.135	0.030	0.115	0.049	-0.511	-0.010	0.858	0.099	-0.070	0.453
1887	0.135	0.030	0.115	0.049	-0.511	-0.010	0.858	0.099	-0.070	0.453
1912	0.135	0.030	0.115	0.049	-0.511	-0.010	0.858	0.099	-0.070	0.453
1938	0.135	0.030	0.115	0.049	-0.511	-0.010	0.858	0.099	-0.070	0.453
1963	0.135	0.030	0.115	0.049	-0.511	-0.010	0.858	0.099	-0.070	0.453
1989	0.135	0.030	0.115	0.049	-0.511	-0.010	0.858	0.099	-0.070	0.453
2015	0.135	0.030	0.115	0.049	-0.511	-0.010	0.858	0.099	-0.070	0.453
2041	0.135	0.030	0.115	0.049	-0.511	-0.010	0.858	0.099	-0.070	0.453
2066	0.135	0.030	0.115	0.049	-0.511	-0.010	0.858	0.099	-0.070	0.453
2092	0.135	0.030	0.115	0.049	-0.511	-0.010	0.858	0.099	-0.070	0.453
2117	0.135	0.030	0.115	0.049	-0.511	-0.010	0.858	0.099	-0.070	0.453
2143	0.135	0.030	0.115	0.049	-0.511	-0.010	0.858	0.099	-0.070	0.453
2168	0.135	0.030	0.115	0.049	-0.511	-0.010	0.858	0.099	-0.070	0.453
2194	0.135	0.030	0.115	0.049	-0.511	-0.010	0.858	0.099	-0.070	0.453
2219	0.135	0.030	0.115	0.049	-0.511	-0.010	0.858	0.099	-0.070	0.453
2243	0.135	0.030	0.115	0.049	-0.511	-0.010	0.858	0.099	-0.070	0.453
2268	0.135	0.030	0.115	0.049	-0.511	-0.010	0.858	0.099	-0.070	0.453
2293	0.135	0.030	0.115	0.047	-0.511	-0.009	0.858	0.096	-0.067	0.454
2319	0.135	0.030	0.115	0.047	-0.512	-0.008	0.858	0.093	-0.064	0.454
2345	0.135	0.030	0.115	0.046	-0.511	-0.008	0.858	0.092	-0.063	0.454
2369	0.135	0.030	0.114	0.046	-0.511	-0.007	0.858	0.091	-0.062	0.454
2393	0.135	0.030	0.114	0.047	-0.511	-0.005	0.858	0.091	-0.060	0.454
2419	0.135	0.030	0.114	0.049	-0.512	-0.003	0.858	0.092	-0.057	0.454
2443	0.135	0.030	0.115	0.048	-0.511	-0.005	0.858	0.093	-0.061	0.454
2469	0.135	0.030	0.115	0.048	-0.511	-0.010	0.858	0.097	-0.069	0.453
2495	0.135	0.030	0.115	0.048	-0.511	-0.009	0.858	0.097	-0.068	0.453
2521	0.135	0.030	0.115	0.047	-0.511	-0.009	0.858	0.096	-0.067	0.454
2546	0.135	0.030	0.114	0.045	-0.511	-0.006	0.858	0.088	-0.059	0.454
2571	0.135	0.030	0.114	0.047	-0.512	-0.004	0.858	0.089	-0.057	0.454
2596	0.135	0.030	0.114	0.046	-0.512	-0.005	0.858	0.089	-0.059	0.454
2621	0.136	0.030	0.114	0.042	-0.512	-0.012	0.858	0.088	-0.066	0.454
2647	0.135	0.029	0.114	0.044	-0.514	-0.010	0.857	0.091	-0.066	0.455
2672	0.135	0.027	0.115	0.064	-0.514	0.003	0.855	0.115	-0.065	0.455
2698	0.135	0.030	0.115	0.055	-0.510	-0.001	0.859	0.101	-0.060	0.453
2723	0.135	0.031	0.115	0.046	-0.511	-0.007	0.858	0.090	-0.061	0.454
2748	0.135	0.030	0.115	0.044	-0.511	-0.012	0.859	0.093	-0.069	0.453
2773	0.136	0.029	0.115	0.049	-0.510	-0.014	0.859	0.103	-0.077	0.452
2798	0.136	0.030	0.115	0.043	-0.510	-0.017	0.859	0.095	-0.076	0.453
2823	0.138	0.031	0.114	0.026	-0.508	-0.025	0.861	0.072	-0.071	0.452
2848	0.139	0.031	0.114	0.019	-0.506	-0.025	0.862	0.060	-0.064	0.451
2873	0.139	0.029	0.113	0.022	-0.505	-0.024	0.862	0.064	-0.066	0.450
2898	0.140	0.026	0.113	0.030	-0.499	-0.037	0.865	0.088	-0.093	0.445
2924	0.142	0.024	0.114	0.039	-0.488	-0.043	0.871	0.105	-0.108	0.437
2949	0.144	0.025	0.114	0.028	-0.477	-0.057	0.877	0.094	-0.117	0.429
2975	0.148	0.027	0.113	0.003	-0.461	-0.077	0.884	0.066	-0.123	0.419
2999	0.149	0.031	0.109	-0.032	-0.446	-0.053	0.893	-0.008	-0.055	0.412
3023	0.149	0.027	0.106	-0.009	-0.425	-0.013	0.905	-0.004	-0.012	0.395
3049	0.147	0.022	0.104	0.038	-0.394	0.026	0.918	0.036	0.013	0.371
3074	0.147	0.026	0.101	0.036	-0.355	0.029	0.934	0.031	0.019	0.339
3099	0.149	0.030	0.095	0.006	-0.310	0.011	0.951	0.003	0.011	0.299
3127	0.150	0.035	0.084	-0.051	-0.260	-0.002	0.964	-0.057	0.013	0.254
3149	0.147	0.034	0.076	-0.078	-0.229	0.001	0.970	-0.085	0.021	0.224
3174	0.142	0.032	0.067	-0.110	-0.202	0.002	0.973	-0.120	0.027	0.198
3199	0.135	0.025	0.064	-0.105	-0.195	-0.004	0.975	-0.112	0.018	0.192
3225	0.125	0.017	0.065	-0.072	-0.209	-0.006	0.975	-0.077	0.010	0.206
3250	0.117	0.012	0.069	-0.041	-0.234	-0.014	0.971	-0.041	-0.004	0.229
3275	0.111	0.009	0.072	-0.011	-0.258	-0.017	0.966	-0.007	-0.016	0.252
3300	0.108	0.007	0.076	0.028	-0.273	-0.019	0.962	0.038	-0.031	0.265
3326	0.108	0.009	0.078	0.050	-0.277	-0.020	0.959	0.064	-0.040	0.268
3352	0.110	0.012	0.080	0.056	-0.273	-0.028	0.960	0.073	-0.050	0.263
3378	0.112	0.016	0.081	0.058	-0.263	-0.033	0.963	0.076	-0.054	0.254
3403	0.114	0.019	0.081	0.059	-0.246	-0.040	0.967	0.076	-0.061	0.238
3428	0.117	0.020	0.081	0.063	-0.225	-0.048	0.971	0.081	-0.068	0.217
3453	0.119	0.020	0.080	0.078	-0.196	-0.058	0.976	0.096	-0.079	0.188
3479	0.121	0.022	0.078	0.079	-0.160	-0.068	0.982	0.094	-0.085	0.152
3504	0.120	0.024	0.077	0.077	-0.136	-0.070	0.985	0.090	-0.084	0.129
3530	0.117	0.027	0.076	0.069	-0.116	-0.074	0.988	0.079	-0.085	0.110
3556	0.115	0.027	0.075	0.066	-0.101	-0.085	0.989	0.076	-0.094	0.095
3581	0.111	0.028	0.075	0.067	-0.095	-0.082	0.990	0.076	-0.090	0.089
3606	0.107	0.029	0.075	0.073	-0.094	-0.072	0.990	0.081	-0.080	0.088
3632	0.104	0.029	0.076	0.087	-0.089	-0.067	0.990	0.094	-0.076	0.082
3656	0.101	0.030	0.077	0.101	-0.084	-0.058	0.990	0.108	-0.067	0.077
3682	0.099	0.031	0.078	0.121	-0.074	-0.049	0.989	0.128	-0.058	0.067
3708	0.097	0.032	0.079	0.139	-0.061	-0.039	0.988	0.146	-0.047	0.055
3733	0.094	0.035	0.081	0.149	-0.050	-0.025	0.987	0.155	-0.033	0.045
3758	0.092	0.037	0.082	0.151	-0.042	-0.030	0.987	0.157	-0.036	0.037
3783	0.088	0.039	0.085	0.150	-0.044	-0.029	0.987	0.156	-0.036	0.040
3809	0.086	0.040	0.086	0.146	-0.046	-0.037	0.987	0.152	-0.044	0.040
3834	0.084	0.041	0.088	0.137	-0.056	-0.046	0.988	0.144	-0.053	0.049
3859	0.083	0.041	0.089	0.135	-0.060	-0.052	0.988	0.142	-0.060	0.052
3885	0.084	0.040	0.089	0.135	-0.063	-0.059	0.987	0.142	-0.068	0.054
3911	0.084	0.041	0.089	0.134	-0.064	-0.062	0.987	0.141	-0.071	0.055
3936	0.085	0.041	0.090	0.133	-0.065	-0.065	0.987	0.141	-0.074	0.056
3961	0.085	0.040	0.090	0.136	-0.072	-0.066	0.986	0.145	-0.077	0.062
3986	0.085	0.040	0.091	0.143	-0.081	-0.064	0.984	0.153	-0.076	0.071
4012	0.085	0.040	0.093	0.151	-0.091	-0.060	0.983	0.162	-0.075	0.080
4038	0.085	0.041	0.093	0.155	-0.093	-0.056	0.982	0.167	-0.071	0.083
4062	0.087	0.042	0.093	0.155	-0.090	-0.052	0.982	0.167	-0.067	0.080
4087	0.088	0.043	0.093	0.152	-0.085	-0.052	0.983	0.162	-0.066	0.076
4113	0.088	0.043	0.093	0.151	-0.083	-0.053	0.984	0.161	-0.066	0.074
4138	0.088	0.043	0.093	0.151	-0.083	-0.054	0.984	0.161	-0.066	0.073
4163	0.088	0.043	0.093	0.149	-0.084	-0.055	0.984	0.159	-0.067	0.074
4189	0.087	0.043	0.093	0.142	-0.088	-0.061	0.984	0.152	-0.074	0.078
4213	0.087	0.043	0.093	0.137	-0.096	-0.061	0.984	0.148	-0.075	0.086
4239	0.088	0.043	0.093	0.138	-0.100	-0.058	0.984	0.149	-0.073	0.091
4265	0.088	0.043	0.093	0.139	-0.102	-0.053	0.984	0.150	-0.068	0.093
4290	0.088	0.043	0.093	0.139	-0.105	-0.048	0.984	0.150	-0.063	0.097
4315	0.088	0.044	0.093	0.136	-0.110	-0.042	0.984	0.146	-0.057	0.103
4339	0.088	0.044	0.093	0.135	-0.116	-0.039	0.983	0.146	-0.055	0.109
4365	0.087	0.043	0.093	0.136	-0.123	-0.035	0.982	0.147	-0.053	0.116
4389	0.086	0.043	0.094	0.138	-0.132	-0.029	0.981	0.149	-0.048	0.126
4414	0.087	0.042	0.094	0.148	-0.133	-0.022	0.980	0.160	-0.043	0.127
4439	0.088	0.040	0.094	0.169	-0.125	-0.023	0.977	0.183	-0.045	0.119
4464	0.089	0.039	0.094	0.184	-0.116	-0.029	0.976	0.199	-0.051	0.108
4489	0.090	0.039	0.094	0.189	-0.109	-0.044	0.975	0.206	-0.065	0.098
4515	0.091	0.039	0.095	0.189	-0.102	-0.063	0.975	0.207	-0.083	0.087
4539	0.093	0.040	0.095	0.179	-0.095	-0.083	0.976	0.196	-0.101	0.078
4564	0.095	0.040	0.095	0.165	-0.085	-0.108	0.977	0.181	-0.124	0.065
4589	0.098	0.038	0.093	0.156	-0.071	-0.137	0.976	0.170	-0.150	0.048
4614	0.100	0.033	0.091	0.159	-0.054	-0.178	0.970	0.172	-0.192	0.024
4640	0.102	0.029	0.090	0.166	-0.043	-0.216	0.961	0.178	-0.234	0.006
4666	0.103	0.026	0.090	0.175	-0.039	-0.248	0.952	0.186	-0.271	-0.006
4691	0.104	0.025	0.092	0.187	-0.045	-0.267	0.944	0.201	-0.296	-0.007
4717	0.105	0.026	0.095	0.200	-0.061	-0.268	0.940	0.220	-0.302	0.004
4743	0.105	0.027	0.100	0.221	-0.086	-0.258	0.937	0.252	-0.296	0.024
4767	0.104	0.029	0.105	0.250	-0.118	-0.233	0.933	0.298	-0.278	0.052
4794	0.104	0.033	0.110	0.272	-0.149	-0.198	0.930	0.337	-0.251	0.085
4818	0.105	0.038	0.116	0.284	-0.173	-0.160	0.929	0.358	-0.219	0.116
4843	0.104	0.041	0.120	0.293	-0.195	-0.128	0.927	0.376	-0.195	0.144
4869	0.101	0.046	0.125	0.300	-0.223	-0.087	0.923	0.391	-0.165	0.181
4894	0.099	0.049	0.129	0.306	-0.246	-0.051	0.918	0.402	-0.139	0.211
4920	0.096	0.050	0.131	0.315	-0.265	-0.028	0.911	0.419	-0.127	0.234
4945	0.094	0.052	0.133	0.315	-0.281	-0.010	0.907	0.421	-0.116	0.254
4973	0.092	0.053	0.135	0.314	-0.294	-0.008	0.903	0.427	-0.119	0.266
4996	0.092	0.053	0.136	0.312	-0.304	-0.012	0.900	0.431	-0.129	0.273
5021	0.093	0.054	0.137	0.304	-0.309	-0.012	0.901	0.419	-0.129	0.278
5047	0.095	0.056	0.137	0.293	-0.306	-0.015	0.906	0.398	-0.126	0.276
5071	0.096	0.057	0.137	0.282	-0.310	-0.015	0.908	0.382	-0.124	0.281
5097	0.096	0.057	0.136	0.276	-0.317	-0.009	0.907	0.373	-0.119	0.289
5122	0.097	0.056	0.135	0.278	-0.317	-0.006	0.907	0.376	-0.117	0.289
5148	0.098	0.053	0.134	0.292	-0.317	-0.007	0.902	0.400	-0.123	0.288
5173	0.097	0.050	0.134	0.312	-0.327	-0.004	0.892	0.442	-0.134	0.294
5198	0.095	0.047	0.135	0.336	-0.337	-0.005	0.880	0.497	-0.151	0.299
5223	0.094	0.046	0.137	0.358	-0.351	-0.000	0.866	0.556	-0.165	0.308
5248	0.094	0.045	0.139	0.374	-0.356	0.002	0.856	0.601	-0.175	0.311
5274	0.094	0.046	0.143	0.380	-0.357	-0.007	0.853	0.620	-0.188	0.307
5298	0.095	0.048	0.146	0.375	-0.356	-0.018	0.856	0.614	-0.197	0.302
5324	0.099	0.050	0.149	0.369	-0.344	-0.034	0.863	0.592	-0.202	0.289
5350	0.101	0.050	0.150	0.368	-0.335	-0.046	0.866	0.584	-0.208	0.277
5375	0.104	0.050	0.151	0.368	-0.324	-0.049	0.870	0.576	-0.204	0.267
5400	0.105	0.050	0.151	0.375	-0.314	-0.051	0.871	0.582	-0.201	0.257
5426	0.105	0.049	0.151	0.385	-0.313	-0.054	0.867	0.605	-0.207	0.253
5452	0.102	0.048	0.152	0.396	-0.324	-0.053	0.857	0.643	-0.218	0.260
5477	0.101	0.049	0.155	0.396	-0.331	-0.050	0.855	0.649	-0.220	0.266
5501	0.101	0.050	0.156	0.395	-0.333	-0.051	0.855	0.650	-0.223	0.267
5527	0.101	0.049	0.157	0.399	-0.337	-0.059	0.851	0.670	-0.236	0.266
5552	0.102	0.047	0.158	0.412	-0.337	-0.064	0.844	0.705	-0.247	0.261
5578	0.103	0.046	0.158	0.430	-0.331	-0.064	0.837	0.748	-0.249	0.253
5603	0.103	0.044	0.160	0.448	-0.331	-0.065	0.828	0.803	-0.256	0.248
5628	0.103	0.044	0.162	0.459	-0.330	-0.063	0.822	0.836	-0.258	0.245
5653	0.103	0.046	0.165	0.461	-0.326	-0.058	0.823	0.833	-0.249	0.244
5679	0.103	0.048	0.169	0.453	-0.321	-0.055	0.830	0.797	-0.237	0.244
5704	0.102	0.051	0.171	0.438	-0.323	-0.054	0.837	0.754	-0.234	0.249
5730	0.101	0.052	0.171	0.432	-0.322	-0.055	0.841	0.737	-0.231	0.250
5754	0.101	0.051	0.170	0.434	-0.322	-0.057	0.840	0.743	-0.234	0.248
5780	0.101	0.051	0.170	0.436	-0.321	-0.059	0.839	0.748	-0.236	0.246
5805	0.101	0.050	0.170	0.439	-0.320	-0.062	0.837	0.758	-0.239	0.243
5830	0.101	0.049	0.170	0.445	-0.319	-0.063	0.834	0.775	-0.242	0.240
5856	0.101	0.048	0.170	0.457	-0.319	-0.066	0.828	0.812	-0.250	0.236
5880	0.101	0.048	0.171	0.460	-0.317	-0.072	0.826	0.821	-0.254	0.231
5905	0.102	0.048	0.172	0.456	-0.313	-0.077	0.830	0.803	-0.255	0.227
5930	0.103	0.049	0.173	0.450	-0.308	-0.088	0.833	0.783	-0.261	0.219
5955	0.104	0.049	0.173	0.446	-0.305	-0.093	0.836	0.767	-0.263	0.215
5981	0.105	0.049	0.173	0.447	-0.306	-0.092	0.835	0.772	-0.262	0.216
6006	0.103	0.048	0.173	0.452	-0.315	-0.094	0.829	0.799	-0.273	0.220
6031	0.101	0.045	0.172	0.466	-0.331	-0.098	0.815	0.872	-0.298	0.226
6056	0.102	0.043	0.173	0.483	-0.336	-0.095	0.803	0.939	-0.306	0.226
6080	0.103	0.043	0.174	0.493	-0.335	-0.090	0.798	0.970	-0.302	0.225
6106	0.102	0.043	0.177	0.494	-0.341	-0.086	0.795	0.986	-0.305	0.230
6131	0.102	0.043	0.179	0.500	-0.343	-0.083	0.791	1.011	-0.305	0.232
6156	0.102	0.043	0.180	0.510	-0.342	-0.069	0.786	1.046	-0.294	0.236
6181	0.101	0.043	0.182	0.521	-0.345	-0.048	0.779	1.093	-0.280	0.246
6207	0.099	0.044	0.185	0.527	-0.350	-0.026	0.774	1.125	-0.265	0.260
6232	0.095	0.046	0.188	0.524	-0.358	-0.009	0.772	1.128	-0.256	0.276
6257	0.091	0.047	0.189	0.517	-0.367	-0.003	0.773	1.116	-0.257	0.286
6283	0.088	0.049	0.191	0.504	-0.377	-0.008	0.777	1.086	-0.268	0.293
6309	0.087	0.049	0.190	0.498	-0.381	-0.018	0.779	1.075	-0.280	0.292
6335	0.089	0.048	0.189	0.500	-0.375	-0.029	0.780	1.072	-0.285	0.282
6359	0.090	0.047	0.189	0.501	-0.375	-0.035	0.779	1.079	-0.292	0.278
6385	0.088	0.047	0.189	0.493	-0.389	-0.046	0.777	1.087	-0.317	0.283
6411	0.088	0.049	0.190	0.477	-0.403	-0.052	0.780	1.058	-0.334	0.293
6435	0.089	0.051	0.191	0.458	-0.412	-0.056	0.786	1.010	-0.342	0.302
6460	0.092	0.051	0.190	0.451	-0.410	-0.061	0.790	0.978	-0.341	0.301
6486	0.096	0.049	0.188	0.454	-0.405	-0.062	0.791	0.976	-0.337	0.296
6512	0.098	0.048	0.186	0.459	-0.400	-0.056	0.791	0.981	-0.326	0.295
6538	0.099	0.049	0.186	0.457	-0.400	-0.048	0.793	0.970	-0.316	0.300
6562	0.099	0.049	0.185	0.459	-0.402	-0.035	0.791	0.976	-0.305	0.307
6587	0.096	0.049	0.185	0.461	-0.415	-0.015	0.785	1.009	-0.300	0.324
6613	0.093	0.050	0.184	0.457	-0.432	-0.004	0.777	1.043	-0.310	0.340
6638	0.090	0.051	0.184	0.449	-0.445	-0.001	0.775	1.049	-0.321	0.351
6664	0.090	0.050	0.183	0.449	-0.451	-0.003	0.771	1.072	-0.332	0.354
6690	0.092	0.049	0.183	0.457	-0.445	-0.007	0.770	1.089	-0.333	0.346
6716	0.094	0.049	0.183	0.458	-0.434	-0.015	0.776	1.055	-0.325	0.336
6740	0.094	0.049	0.184	0.453	-0.434	-0.018	0.779	1.036	-0.326	0.336
6766	0.095	0.050	0.184	0.441	-0.435	-0.025	0.785	0.994	-0.329	0.337
6790	0.096	0.051	0.184	0.435	-0.432	-0.025	0.789	0.961	-0.321	0.337
6815	0.097	0.054	0.184	0.416	-0.431	-0.016	0.800	0.879	-0.297	0.345
6841	0.096	0.058	0.184	0.389	-0.441	0.001	0.809	0.794	-0.272	0.365
6867	0.092	0.063	0.182	0.357	-0.461	0.022	0.812	0.718	-0.250	0.392
6893	0.092	0.066	0.178	0.330	-0.470	0.040	0.818	0.635	-0.217	0.409
6918	0.092	0.068	0.174	0.308	-0.475	0.054	0.823	0.566	-0.186	0.419
6943	0.092	0.070	0.169	0.283	-0.482	0.064	0.827	0.495	-0.156	0.430
6968	0.093	0.070	0.164	0.262	-0.484	0.064	0.832	0.443	-0.140	0.433
6994	0.096	0.069	0.159	0.246	-0.482	0.059	0.839	0.404	-0.129	0.432
7019	0.100	0.070	0.155	0.218	-0.474	0.052	0.851	0.341	-0.109	0.428
7045	0.105	0.071	0.150	0.186	-0.465	0.041	0.865	0.277	-0.091	0.422
7071	0.110	0.070	0.145	0.160	-0.455	0.023	0.876	0.237	-0.090	0.414
7094	0.113	0.068	0.139	0.132	-0.456	0.003	0.880	0.206	-0.098	0.413
7120	0.115	0.065	0.134	0.112	-0.460	-0.002	0.881	0.179	-0.092	0.417
7146	0.120	0.063	0.129	0.093	-0.450	0.008	0.888	0.136	-0.058	0.412
7171	0.124	0.061	0.124	0.071	-0.433	0.022	0.898	0.089	-0.018	0.401
7196	0.125	0.060	0.118	0.052	-0.422	0.035	0.905	0.050	0.015	0.393
7221	0.126	0.058	0.112	0.030	-0.413	0.045	0.909	0.014	0.044	0.386
7247	0.126	0.055	0.106	0.011	-0.405	0.049	0.913	-0.014	0.059	0.379
7272	0.127	0.053	0.101	-0.008	-0.395	0.048	0.917	-0.038	0.069	0.370
7297	0.128	0.049	0.096	-0.029	-0.381	0.045	0.923	-0.062	0.075	0.358
7322	0.129	0.045	0.092	-0.043	-0.370	0.036	0.927	-0.074	0.069	0.349
7347	0.130	0.040	0.087	-0.057	-0.361	0.029	0.930	-0.086	0.064	0.341
7372	0.130	0.036	0.084	-0.066	-0.352	0.018	0.934	-0.091	0.054	0.333
7398	0.132	0.029	0.083	-0.069	-0.344	-0.011	0.936	-0.081	0.018	0.329
7423	0.130	0.026	0.081	-0.086	-0.354	-0.036	0.931	-0.092	-0.004	0.339
7448	0.131	0.023	0.079	-0.106	-0.361	-0.049	0.925	-0.111	-0.009	0.346
7473	0.132	0.019	0.078	-0.113	-0.359	-0.056	0.925	-0.117	-0.015	0.345
7499	0.135	0.014	0.077	-0.112	-0.350	-0.061	0.928	-0.113	-0.023	0.338
7523	0.135	0.010	0.077	-0.101	-0.344	-0.060	0.931	-0.099	-0.028	0.333
7549	0.133	0.009	0.077	-0.096	-0.345	-0.049	0.932	-0.097	-0.017	0.332
7574	0.131	0.008	0.076	-0.091	-0.348	-0.037	0.932	-0.097	-0.004	0.334
7599	0.130	0.009	0.076	-0.094	-0.345	-0.028	0.934	-0.105	0.008	0.331
7624	0.129	0.009	0.075	-0.095	-0.340	-0.017	0.935	-0.111	0.022	0.326
7649	0.128	0.009	0.074	-0.091	-0.339	-0.013	0.936	-0.107	0.025	0.324
7675	0.127	0.009	0.074	-0.089	-0.338	-0.005	0.937	-0.108	0.033	0.322
